"","experiment","condition","random_id","exp_phase","trial_order","meaning","noun","case","marker","question","responses","whichPressed","isKa"
"4073","Experiment 1","Optional","mspuqt6sshz5","production",105,"pig","mawg","plural","is_null",NA,NA,"ka",1
"4074","Experiment 1","Optional","mspuqt6sshz5","production",106,"truck","flugat","plural","is_null",NA,NA,"is_null",0
"4075","Experiment 1","Optional","mspuqt6sshz5","production",107,"wheelbarrow","spad","plural","is_null",NA,NA,"ka",1
"4076","Experiment 1","Optional","mspuqt6sshz5","production",108,"cow","clidam","plural","is_null",NA,NA,"ka",1
"4077","Experiment 1","Optional","mspuqt6sshz5","production",109,"pig","mawg","plural","is_null",NA,NA,"ka",1
"4078","Experiment 1","Optional","mspuqt6sshz5","production",110,"truck","flugat","plural","is_null",NA,NA,"ka",1
"4079","Experiment 1","Optional","mspuqt6sshz5","production",111,"sheep","geed","plural","is_null",NA,NA,"ka",1
"4080","Experiment 1","Optional","mspuqt6sshz5","production",112,"tractor","daffin","plural","is_null",NA,NA,"ka",1
"4081","Experiment 1","Optional","mspuqt6sshz5","production",113,"pig","mawg","plural","is_null",NA,NA,"ka",1
"4082","Experiment 1","Optional","mspuqt6sshz5","production",114,"truck","flugat","plural","is_null",NA,NA,"ka",1
"4083","Experiment 1","Optional","mspuqt6sshz5","production",115,"pig","mawg","plural","is_null",NA,NA,"ka",1
"4084","Experiment 1","Optional","mspuqt6sshz5","production",116,"wheelbarrow","spad","plural","is_null",NA,NA,"ka",1
"4085","Experiment 1","Optional","mspuqt6sshz5","production",117,"wheelbarrow","spad","plural","is_null",NA,NA,"is_null",0
"4086","Experiment 1","Optional","mspuqt6sshz5","production",118,"tractor","daffin","plural","is_null",NA,NA,"ka",1
"4087","Experiment 1","Optional","mspuqt6sshz5","production",119,"cow","clidam","plural","is_null",NA,NA,"ka",1
"4088","Experiment 1","Optional","mspuqt6sshz5","production",120,"sheep","geed","plural","is_null",NA,NA,"ka",1
"4089","Experiment 1","Optional","mspuqt6sshz5","production",121,"sheep","geed","plural","is_null",NA,NA,"ka",1
"4090","Experiment 1","Optional","mspuqt6sshz5","production",122,"wheelbarrow","spad","plural","is_null",NA,NA,"ka",1
"4091","Experiment 1","Optional","mspuqt6sshz5","production",123,"tractor","daffin","plural","is_null",NA,NA,"ka",1
"4092","Experiment 1","Optional","mspuqt6sshz5","production",124,"cow","clidam","plural","is_null",NA,NA,"ka",1
"4093","Experiment 1","Optional","mspuqt6sshz5","production",125,"truck","flugat","plural","is_null",NA,NA,"is_null",0
"4094","Experiment 1","Optional","mspuqt6sshz5","production",126,"cow","clidam","plural","is_null",NA,NA,"ka",1
"4095","Experiment 1","Optional","mspuqt6sshz5","questionnaire",127,NA,NA,NA,"is_null",1,"{""Q0"":""I wasn't really sure, I thought ka was the word used to describe a 2nd picture, but it seemed inconsistent and the ka got dropped when there was several consecutive 2 picture spreads""}",NA,NA
"4096","Experiment 1","Optional","mspuqt6sshz5","questionnaire",128,NA,NA,NA,"is_null",2,"{""Q0"":""Ka was used more with the ending if 2 pictures""}",NA,NA
"4097","Experiment 1","Optional","o1207c3s5blu","exposure",1,"wheelbarrow","mawg","singular","is_null",NA,NA,"is_null",0
"4098","Experiment 1","Optional","o1207c3s5blu","exposure",2,"pig","geed","plural","ka",NA,NA,"ka",1
"4099","Experiment 1","Optional","o1207c3s5blu","exposure",3,"truck","flugat","plural","ka",NA,NA,"ka",1
"4100","Experiment 1","Optional","o1207c3s5blu","exposure",4,"sheep","daffin","plural","ka",NA,NA,"ka",1
"4101","Experiment 1","Optional","o1207c3s5blu","exposure",5,"pig","geed","singular","is_null",NA,NA,"is_null",0
"4102","Experiment 1","Optional","o1207c3s5blu","exposure",6,"tractor","spad","plural","is_null",NA,NA,"is_null",0
"4103","Experiment 1","Optional","o1207c3s5blu","exposure",7,"truck","flugat","plural","is_null",NA,NA,"is_null",0
"4104","Experiment 1","Optional","o1207c3s5blu","exposure",8,"wheelbarrow","mawg","plural","ka",NA,NA,"ka",1
"4105","Experiment 1","Optional","o1207c3s5blu","exposure",9,"sheep","daffin","plural","ka",NA,NA,"ka",1
"4106","Experiment 1","Optional","o1207c3s5blu","exposure",10,"cow","clidam","plural","ka",NA,NA,"ka",1
"4107","Experiment 1","Optional","o1207c3s5blu","exposure",11,"pig","geed","plural","ka",NA,NA,"ka",1
"4108","Experiment 1","Optional","o1207c3s5blu","exposure",12,"truck","flugat","plural","ka",NA,NA,"ka",1
"4109","Experiment 1","Optional","o1207c3s5blu","exposure",13,"truck","flugat","singular","is_null",NA,NA,"is_null",0
"4110","Experiment 1","Optional","o1207c3s5blu","exposure",14,"cow","clidam","singular","is_null",NA,NA,"is_null",0
"4111","Experiment 1","Optional","o1207c3s5blu","exposure",15,"wheelbarrow","mawg","plural","is_null",NA,NA,"is_null",0
"4112","Experiment 1","Optional","o1207c3s5blu","exposure",16,"tractor","spad","plural","ka",NA,NA,"ka",1
"4113","Experiment 1","Optional","o1207c3s5blu","exposure",17,"cow","clidam","singular","is_null",NA,NA,"is_null",0
"4114","Experiment 1","Optional","o1207c3s5blu","exposure",18,"sheep","daffin","singular","is_null",NA,NA,"is_null",0
"4115","Experiment 1","Optional","o1207c3s5blu","exposure",19,"tractor","spad","plural","is_null",NA,NA,"is_null",0
"4116","Experiment 1","Optional","o1207c3s5blu","exposure",20,"sheep","daffin","plural","ka",NA,NA,"ka",1
"4117","Experiment 1","Optional","o1207c3s5blu","exposure",21,"pig","geed","plural","ka",NA,NA,"ka",1
"4118","Experiment 1","Optional","o1207c3s5blu","exposure",22,"sheep","daffin","plural","is_null",NA,NA,"is_null",0
"4119","Experiment 1","Optional","o1207c3s5blu","exposure",23,"wheelbarrow","mawg","plural","ka",NA,NA,"ka",1
"4120","Experiment 1","Optional","o1207c3s5blu","exposure",24,"tractor","spad","plural","ka",NA,NA,"ka",1
"4121","Experiment 1","Optional","o1207c3s5blu","exposure",25,"tractor","spad","plural","ka",NA,NA,"ka",1
"4122","Experiment 1","Optional","o1207c3s5blu","exposure",26,"cow","clidam","plural","ka",NA,NA,"ka",1
"4123","Experiment 1","Optional","o1207c3s5blu","exposure",27,"cow","clidam","plural","is_null",NA,NA,"is_null",0
"4124","Experiment 1","Optional","o1207c3s5blu","exposure",28,"wheelbarrow","mawg","plural","is_null",NA,NA,"is_null",0
"4125","Experiment 1","Optional","o1207c3s5blu","exposure",29,"cow","clidam","plural","ka",NA,NA,"ka",1
"4126","Experiment 1","Optional","o1207c3s5blu","exposure",30,"pig","geed","plural","ka",NA,NA,"ka",1
"4127","Experiment 1","Optional","o1207c3s5blu","exposure",31,"tractor","spad","singular","is_null",NA,NA,"is_null",0
"4128","Experiment 1","Optional","o1207c3s5blu","exposure",32,"cow","clidam","plural","ka",NA,NA,"ka",1
"4129","Experiment 1","Optional","o1207c3s5blu","exposure",33,"pig","geed","plural","is_null",NA,NA,"is_null",0
"4130","Experiment 1","Optional","o1207c3s5blu","exposure",34,"sheep","daffin","plural","is_null",NA,NA,"is_null",0
"4131","Experiment 1","Optional","o1207c3s5blu","exposure",35,"tractor","spad","plural","is_null",NA,NA,"is_null",0
"4132","Experiment 1","Optional","o1207c3s5blu","exposure",36,"wheelbarrow","mawg","plural","ka",NA,NA,"ka",1
"4133","Experiment 1","Optional","o1207c3s5blu","exposure",37,"pig","geed","plural","ka",NA,NA,"ka",1
"4134","Experiment 1","Optional","o1207c3s5blu","exposure",38,"sheep","daffin","singular","is_null",NA,NA,"is_null",0
"4135","Experiment 1","Optional","o1207c3s5blu","exposure",39,"truck","flugat","plural","ka",NA,NA,"ka",1
"4136","Experiment 1","Optional","o1207c3s5blu","exposure",40,"sheep","daffin","plural","ka",NA,NA,"ka",1
"4137","Experiment 1","Optional","o1207c3s5blu","exposure",41,"truck","flugat","plural","ka",NA,NA,"ka",1
"4138","Experiment 1","Optional","o1207c3s5blu","exposure",42,"tractor","spad","plural","ka",NA,NA,"ka",1
"4139","Experiment 1","Optional","o1207c3s5blu","exposure",43,"cow","clidam","plural","is_null",NA,NA,"is_null",0
"4140","Experiment 1","Optional","o1207c3s5blu","exposure",44,"cow","clidam","plural","ka",NA,NA,"ka",1
"4141","Experiment 1","Optional","o1207c3s5blu","exposure",45,"pig","geed","singular","is_null",NA,NA,"is_null",0
"4142","Experiment 1","Optional","o1207c3s5blu","exposure",46,"pig","geed","singular","is_null",NA,NA,"is_null",0
"4143","Experiment 1","Optional","o1207c3s5blu","exposure",47,"tractor","spad","plural","ka",NA,NA,"ka",1
"4144","Experiment 1","Optional","o1207c3s5blu","exposure",48,"wheelbarrow","mawg","singular","is_null",NA,NA,"is_null",0
"4145","Experiment 1","Optional","o1207c3s5blu","exposure",49,"truck","flugat","singular","is_null",NA,NA,"is_null",0
"4146","Experiment 1","Optional","o1207c3s5blu","exposure",50,"wheelbarrow","mawg","plural","is_null",NA,NA,"is_null",0
"4147","Experiment 1","Optional","o1207c3s5blu","exposure",51,"sheep","daffin","plural","ka",NA,NA,"ka",1
"4148","Experiment 1","Optional","o1207c3s5blu","exposure",52,"truck","flugat","plural","is_null",NA,NA,"is_null",0
"4149","Experiment 1","Optional","o1207c3s5blu","exposure",53,"wheelbarrow","mawg","plural","ka",NA,NA,"ka",1
"4150","Experiment 1","Optional","o1207c3s5blu","exposure",54,"truck","flugat","plural","ka",NA,NA,"ka",1
"4151","Experiment 1","Optional","o1207c3s5blu","exposure",55,"tractor","spad","plural","ka",NA,NA,"ka",1
"4152","Experiment 1","Optional","o1207c3s5blu","exposure",56,"cow","clidam","singular","is_null",NA,NA,"is_null",0
"4153","Experiment 1","Optional","o1207c3s5blu","exposure",57,"sheep","daffin","singular","is_null",NA,NA,"is_null",0
"4154","Experiment 1","Optional","o1207c3s5blu","exposure",58,"wheelbarrow","mawg","plural","ka",NA,NA,"ka",1
"4155","Experiment 1","Optional","o1207c3s5blu","exposure",59,"truck","flugat","plural","is_null",NA,NA,"is_null",0
"4156","Experiment 1","Optional","o1207c3s5blu","exposure",60,"pig","geed","plural","is_null",NA,NA,"is_null",0
"4157","Experiment 1","Optional","o1207c3s5blu","exposure",61,"sheep","daffin","plural","is_null",NA,NA,"is_null",0
"4158","Experiment 1","Optional","o1207c3s5blu","exposure",62,"truck","flugat","singular","is_null",NA,NA,"is_null",0
"4159","Experiment 1","Optional","o1207c3s5blu","exposure",63,"cow","clidam","plural","is_null",NA,NA,"is_null",0
"4160","Experiment 1","Optional","o1207c3s5blu","exposure",64,"wheelbarrow","mawg","plural","ka",NA,NA,"ka",1
"4161","Experiment 1","Optional","o1207c3s5blu","exposure",65,"truck","flugat","plural","ka",NA,NA,"ka",1
"4162","Experiment 1","Optional","o1207c3s5blu","exposure",66,"tractor","spad","singular","is_null",NA,NA,"is_null",0
"4163","Experiment 1","Optional","o1207c3s5blu","exposure",67,"sheep","daffin","plural","ka",NA,NA,"ka",1
"4164","Experiment 1","Optional","o1207c3s5blu","exposure",68,"pig","geed","plural","is_null",NA,NA,"is_null",0
"4165","Experiment 1","Optional","o1207c3s5blu","exposure",69,"tractor","spad","singular","is_null",NA,NA,"is_null",0
"4166","Experiment 1","Optional","o1207c3s5blu","exposure",70,"cow","clidam","plural","ka",NA,NA,"ka",1
"4167","Experiment 1","Optional","o1207c3s5blu","exposure",71,"pig","geed","plural","ka",NA,NA,"ka",1
"4168","Experiment 1","Optional","o1207c3s5blu","exposure",72,"wheelbarrow","mawg","singular","is_null",NA,NA,"is_null",0
"4169","Experiment 1","Optional","o1207c3s5blu","production",73,"truck","flugat","plural","is_null",NA,NA,"is_null",0
"4170","Experiment 1","Optional","o1207c3s5blu","production",74,"pig","geed","plural","is_null",NA,NA,"is_null",0
"4171","Experiment 1","Optional","o1207c3s5blu","production",75,"sheep","daffin","plural","is_null",NA,NA,"ka",1
"4172","Experiment 1","Optional","o1207c3s5blu","production",76,"pig","geed","plural","is_null",NA,NA,"ka",1
"4173","Experiment 1","Optional","o1207c3s5blu","production",77,"wheelbarrow","mawg","plural","is_null",NA,NA,"is_null",0
"4174","Experiment 1","Optional","o1207c3s5blu","production",78,"sheep","daffin","plural","is_null",NA,NA,"ka",1
"4175","Experiment 1","Optional","o1207c3s5blu","production",79,"cow","clidam","plural","is_null",NA,NA,"is_null",0
"4176","Experiment 1","Optional","o1207c3s5blu","production",80,"truck","flugat","plural","is_null",NA,NA,"is_null",0
"4177","Experiment 1","Optional","o1207c3s5blu","production",81,"tractor","spad","plural","is_null",NA,NA,"ka",1
"4178","Experiment 1","Optional","o1207c3s5blu","production",82,"tractor","spad","plural","is_null",NA,NA,"ka",1
"4179","Experiment 1","Optional","o1207c3s5blu","production",83,"cow","clidam","plural","is_null",NA,NA,"is_null",0
"4180","Experiment 1","Optional","o1207c3s5blu","production",84,"wheelbarrow","mawg","plural","is_null",NA,NA,"is_null",0
"4181","Experiment 1","Optional","o1207c3s5blu","production",85,"sheep","daffin","plural","is_null",NA,NA,"ka",1
"4182","Experiment 1","Optional","o1207c3s5blu","production",86,"truck","flugat","plural","is_null",NA,NA,"is_null",0
"4183","Experiment 1","Optional","o1207c3s5blu","production",87,"tractor","spad","plural","is_null",NA,NA,"ka",1
"4184","Experiment 1","Optional","o1207c3s5blu","production",88,"pig","geed","plural","is_null",NA,NA,"is_null",0
"4185","Experiment 1","Optional","o1207c3s5blu","production",89,"cow","clidam","plural","is_null",NA,NA,"is_null",0
"4186","Experiment 1","Optional","o1207c3s5blu","production",90,"wheelbarrow","mawg","plural","is_null",NA,NA,"ka",1
"4187","Experiment 1","Optional","o1207c3s5blu","production",91,"sheep","daffin","plural","is_null",NA,NA,"is_null",0
"4188","Experiment 1","Optional","o1207c3s5blu","production",92,"pig","geed","plural","is_null",NA,NA,"is_null",0
"4189","Experiment 1","Optional","o1207c3s5blu","production",93,"cow","clidam","plural","is_null",NA,NA,"is_null",0
"4190","Experiment 1","Optional","o1207c3s5blu","production",94,"truck","flugat","plural","is_null",NA,NA,"is_null",0
"4191","Experiment 1","Optional","o1207c3s5blu","production",95,"wheelbarrow","mawg","plural","is_null",NA,NA,"ka",1
"4192","Experiment 1","Optional","o1207c3s5blu","production",96,"tractor","spad","plural","is_null",NA,NA,"ka",1
"4193","Experiment 1","Optional","o1207c3s5blu","production",97,"tractor","spad","plural","is_null",NA,NA,"ka",1
"4194","Experiment 1","Optional","o1207c3s5blu","production",98,"sheep","daffin","plural","is_null",NA,NA,"ka",1
"4195","Experiment 1","Optional","o1207c3s5blu","production",99,"wheelbarrow","mawg","plural","is_null",NA,NA,"is_null",0
"4196","Experiment 1","Optional","o1207c3s5blu","production",100,"wheelbarrow","mawg","plural","is_null",NA,NA,"is_null",0
"4197","Experiment 1","Optional","o1207c3s5blu","production",101,"sheep","daffin","plural","is_null",NA,NA,"ka",1
"4198","Experiment 1","Optional","o1207c3s5blu","production",102,"cow","clidam","plural","is_null",NA,NA,"is_null",0
"4199","Experiment 1","Optional","o1207c3s5blu","production",103,"pig","geed","plural","is_null",NA,NA,"ka",1
"4200","Experiment 1","Optional","o1207c3s5blu","production",104,"cow","clidam","plural","is_null",NA,NA,"is_null",0
"4201","Experiment 1","Optional","o1207c3s5blu","production",105,"pig","geed","plural","is_null",NA,NA,"ka",1
"4202","Experiment 1","Optional","o1207c3s5blu","production",106,"truck","flugat","plural","is_null",NA,NA,"is_null",0
"4203","Experiment 1","Optional","o1207c3s5blu","production",107,"truck","flugat","plural","is_null",NA,NA,"is_null",0
"4204","Experiment 1","Optional","o1207c3s5blu","production",108,"tractor","spad","plural","is_null",NA,NA,"ka",1
"4205","Experiment 1","Optional","o1207c3s5blu","production",109,"tractor","spad","plural","is_null",NA,NA,"ka",1
"4206","Experiment 1","Optional","o1207c3s5blu","production",110,"cow","clidam","plural","is_null",NA,NA,"is_null",0
"4207","Experiment 1","Optional","o1207c3s5blu","production",111,"wheelbarrow","mawg","plural","is_null",NA,NA,"ka",1
"4208","Experiment 1","Optional","o1207c3s5blu","production",112,"cow","clidam","plural","is_null",NA,NA,"is_null",0
"4209","Experiment 1","Optional","o1207c3s5blu","production",113,"wheelbarrow","mawg","plural","is_null",NA,NA,"is_null",0
"4210","Experiment 1","Optional","o1207c3s5blu","production",114,"cow","clidam","plural","is_null",NA,NA,"is_null",0
"4211","Experiment 1","Optional","o1207c3s5blu","production",115,"truck","flugat","plural","is_null",NA,NA,"is_null",0
"4212","Experiment 1","Optional","o1207c3s5blu","production",116,"sheep","daffin","plural","is_null",NA,NA,"ka",1
"4213","Experiment 1","Optional","o1207c3s5blu","production",117,"tractor","spad","plural","is_null",NA,NA,"ka",1
"4214","Experiment 1","Optional","o1207c3s5blu","production",118,"sheep","daffin","plural","is_null",NA,NA,"ka",1
"4215","Experiment 1","Optional","o1207c3s5blu","production",119,"truck","flugat","plural","is_null",NA,NA,"is_null",0
"4216","Experiment 1","Optional","o1207c3s5blu","production",120,"sheep","daffin","plural","is_null",NA,NA,"ka",1
"4217","Experiment 1","Optional","o1207c3s5blu","production",121,"pig","geed","plural","is_null",NA,NA,"is_null",0
"4218","Experiment 1","Optional","o1207c3s5blu","production",122,"tractor","spad","plural","is_null",NA,NA,"ka",1
"4219","Experiment 1","Optional","o1207c3s5blu","production",123,"truck","flugat","plural","is_null",NA,NA,"is_null",0
"4220","Experiment 1","Optional","o1207c3s5blu","production",124,"pig","geed","plural","is_null",NA,NA,"ka",1
"4221","Experiment 1","Optional","o1207c3s5blu","production",125,"pig","geed","plural","is_null",NA,NA,"is_null",0
"4222","Experiment 1","Optional","o1207c3s5blu","production",126,"wheelbarrow","mawg","plural","is_null",NA,NA,"ka",1
"4223","Experiment 1","Optional","o1207c3s5blu","questionnaire",127,NA,NA,NA,"is_null",1,"{""Q0"":""the description for the pick up truck was the easiest to remember ""}",NA,NA
"4224","Experiment 1","Optional","o1207c3s5blu","questionnaire",128,NA,NA,NA,"is_null",2,"{""Q0"":""no""}",NA,NA
"4225","Experiment 1","Optional","p8qtuk8xojv9","exposure",1,"truck","flugat","singular","is_null",NA,NA,"is_null",0
"4226","Experiment 1","Optional","p8qtuk8xojv9","exposure",2,"tractor","clidam","plural","ka",NA,NA,"ka",1
"4227","Experiment 1","Optional","p8qtuk8xojv9","exposure",3,"pig","mawg","plural","ka",NA,NA,"ka",1
"4228","Experiment 1","Optional","p8qtuk8xojv9","exposure",4,"truck","flugat","plural","ka",NA,NA,"ka",1
"4229","Experiment 1","Optional","p8qtuk8xojv9","exposure",5,"pig","mawg","plural","ka",NA,NA,"ka",1
"4230","Experiment 1","Optional","p8qtuk8xojv9","exposure",6,"tractor","clidam","singular","is_null",NA,NA,"is_null",0
"4231","Experiment 1","Optional","p8qtuk8xojv9","exposure",7,"wheelbarrow","daffin","plural","is_null",NA,NA,"is_null",0
"4232","Experiment 1","Optional","p8qtuk8xojv9","exposure",8,"cow","geed","plural","ka",NA,NA,"ka",1
"4233","Experiment 1","Optional","p8qtuk8xojv9","exposure",9,"wheelbarrow","daffin","singular","is_null",NA,NA,"is_null",0
"4234","Experiment 1","Optional","p8qtuk8xojv9","exposure",10,"wheelbarrow","daffin","plural","ka",NA,NA,"ka",1
"4235","Experiment 1","Optional","p8qtuk8xojv9","exposure",11,"tractor","clidam","plural","is_null",NA,NA,"is_null",0
"4236","Experiment 1","Optional","p8qtuk8xojv9","exposure",12,"wheelbarrow","daffin","plural","ka",NA,NA,"ka",1
"4237","Experiment 1","Optional","p8qtuk8xojv9","exposure",13,"sheep","spad","plural","ka",NA,NA,"ka",1
"4238","Experiment 1","Optional","p8qtuk8xojv9","exposure",14,"pig","mawg","singular","is_null",NA,NA,"is_null",0
"4239","Experiment 1","Optional","p8qtuk8xojv9","exposure",15,"cow","geed","singular","is_null",NA,NA,"is_null",0
"4240","Experiment 1","Optional","p8qtuk8xojv9","exposure",16,"tractor","clidam","plural","ka",NA,NA,"ka",1
"4241","Experiment 1","Optional","p8qtuk8xojv9","exposure",17,"truck","flugat","plural","is_null",NA,NA,"is_null",0
"4242","Experiment 1","Optional","p8qtuk8xojv9","exposure",18,"tractor","clidam","plural","ka",NA,NA,"ka",1
"4243","Experiment 1","Optional","p8qtuk8xojv9","exposure",19,"cow","geed","plural","ka",NA,NA,"ka",1
"4244","Experiment 1","Optional","p8qtuk8xojv9","exposure",20,"cow","geed","plural","is_null",NA,NA,"is_null",0
"4245","Experiment 1","Optional","p8qtuk8xojv9","exposure",21,"sheep","spad","singular","is_null",NA,NA,"is_null",0
"4246","Experiment 1","Optional","p8qtuk8xojv9","exposure",22,"tractor","clidam","plural","ka",NA,NA,"ka",1
"4247","Experiment 1","Optional","p8qtuk8xojv9","exposure",23,"truck","flugat","singular","is_null",NA,NA,"is_null",0
"4248","Experiment 1","Optional","p8qtuk8xojv9","exposure",24,"tractor","clidam","plural","ka",NA,NA,"ka",1
"4249","Experiment 1","Optional","p8qtuk8xojv9","exposure",25,"sheep","spad","plural","ka",NA,NA,"ka",1
"4250","Experiment 1","Optional","p8qtuk8xojv9","exposure",26,"pig","mawg","plural","ka",NA,NA,"ka",1
"4251","Experiment 1","Optional","p8qtuk8xojv9","exposure",27,"wheelbarrow","daffin","singular","is_null",NA,NA,"is_null",0
"4252","Experiment 1","Optional","p8qtuk8xojv9","exposure",28,"pig","mawg","plural","ka",NA,NA,"ka",1
"4253","Experiment 1","Optional","p8qtuk8xojv9","exposure",29,"truck","flugat","plural","ka",NA,NA,"ka",1
"4254","Experiment 1","Optional","p8qtuk8xojv9","exposure",30,"pig","mawg","plural","is_null",NA,NA,"is_null",0
"4255","Experiment 1","Optional","p8qtuk8xojv9","exposure",31,"pig","mawg","singular","is_null",NA,NA,"is_null",0
"4256","Experiment 1","Optional","p8qtuk8xojv9","exposure",32,"truck","flugat","plural","is_null",NA,NA,"is_null",0
"4257","Experiment 1","Optional","p8qtuk8xojv9","exposure",33,"tractor","clidam","plural","is_null",NA,NA,"is_null",0
"4258","Experiment 1","Optional","p8qtuk8xojv9","exposure",34,"truck","flugat","plural","ka",NA,NA,"ka",1
"4259","Experiment 1","Optional","p8qtuk8xojv9","exposure",35,"wheelbarrow","daffin","plural","ka",NA,NA,"ka",1
"4260","Experiment 1","Optional","p8qtuk8xojv9","exposure",36,"truck","flugat","plural","is_null",NA,NA,"is_null",0
"4261","Experiment 1","Optional","p8qtuk8xojv9","exposure",37,"truck","flugat","plural","ka",NA,NA,"ka",1
"4262","Experiment 1","Optional","p8qtuk8xojv9","exposure",38,"tractor","clidam","plural","is_null",NA,NA,"is_null",0
"4263","Experiment 1","Optional","p8qtuk8xojv9","exposure",39,"wheelbarrow","daffin","plural","ka",NA,NA,"ka",1
"4264","Experiment 1","Optional","p8qtuk8xojv9","exposure",40,"pig","mawg","plural","is_null",NA,NA,"is_null",0
"4265","Experiment 1","Optional","p8qtuk8xojv9","exposure",41,"wheelbarrow","daffin","plural","ka",NA,NA,"ka",1
"4266","Experiment 1","Optional","p8qtuk8xojv9","exposure",42,"cow","geed","plural","ka",NA,NA,"is_null",0
"4267","Experiment 1","Optional","p8qtuk8xojv9","exposure",43,"sheep","spad","plural","ka",NA,NA,"ka",1
"4268","Experiment 1","Optional","p8qtuk8xojv9","exposure",44,"cow","geed","plural","is_null",NA,NA,"is_null",0
"4269","Experiment 1","Optional","p8qtuk8xojv9","exposure",45,"cow","geed","plural","ka",NA,NA,"ka",1
"4270","Experiment 1","Optional","p8qtuk8xojv9","exposure",46,"sheep","spad","plural","ka",NA,NA,"ka",1
"4271","Experiment 1","Optional","p8qtuk8xojv9","exposure",47,"truck","flugat","singular","is_null",NA,NA,"is_null",0
"4272","Experiment 1","Optional","p8qtuk8xojv9","exposure",48,"truck","flugat","plural","ka",NA,NA,"ka",1
"4273","Experiment 1","Optional","p8qtuk8xojv9","exposure",49,"sheep","spad","singular","is_null",NA,NA,"is_null",0
"4274","Experiment 1","Optional","p8qtuk8xojv9","exposure",50,"wheelbarrow","daffin","plural","is_null",NA,NA,"is_null",0
"4275","Experiment 1","Optional","p8qtuk8xojv9","exposure",51,"pig","mawg","plural","is_null",NA,NA,"is_null",0
"4276","Experiment 1","Optional","p8qtuk8xojv9","exposure",52,"sheep","spad","plural","is_null",NA,NA,"is_null",0
"4277","Experiment 1","Optional","p8qtuk8xojv9","exposure",53,"cow","geed","plural","ka",NA,NA,"ka",1
"4278","Experiment 1","Optional","p8qtuk8xojv9","exposure",54,"wheelbarrow","daffin","plural","ka",NA,NA,"ka",1
"4279","Experiment 1","Optional","p8qtuk8xojv9","exposure",55,"pig","mawg","singular","is_null",NA,NA,"is_null",0
"4280","Experiment 1","Optional","p8qtuk8xojv9","exposure",56,"sheep","spad","plural","ka",NA,NA,"ka",1
"4281","Experiment 1","Optional","p8qtuk8xojv9","exposure",57,"sheep","spad","plural","is_null",NA,NA,"is_null",0
"4282","Experiment 1","Optional","p8qtuk8xojv9","exposure",58,"tractor","clidam","singular","is_null",NA,NA,"is_null",0
"4283","Experiment 1","Optional","p8qtuk8xojv9","exposure",59,"sheep","spad","singular","is_null",NA,NA,"is_null",0
"4284","Experiment 1","Optional","p8qtuk8xojv9","exposure",60,"sheep","spad","plural","ka",NA,NA,"ka",1
"4285","Experiment 1","Optional","p8qtuk8xojv9","exposure",61,"tractor","clidam","singular","is_null",NA,NA,"is_null",0
"4286","Experiment 1","Optional","p8qtuk8xojv9","exposure",62,"pig","mawg","plural","ka",NA,NA,"ka",1
"4287","Experiment 1","Optional","p8qtuk8xojv9","exposure",63,"cow","geed","singular","is_null",NA,NA,"is_null",0
"4288","Experiment 1","Optional","p8qtuk8xojv9","exposure",64,"sheep","spad","plural","is_null",NA,NA,"is_null",0
"4289","Experiment 1","Optional","p8qtuk8xojv9","exposure",65,"wheelbarrow","daffin","singular","is_null",NA,NA,"is_null",0
"4290","Experiment 1","Optional","p8qtuk8xojv9","exposure",66,"truck","flugat","plural","ka",NA,NA,"ka",1
"4291","Experiment 1","Optional","p8qtuk8xojv9","exposure",67,"cow","geed","plural","ka",NA,NA,"ka",1
"4292","Experiment 1","Optional","p8qtuk8xojv9","exposure",68,"wheelbarrow","daffin","plural","is_null",NA,NA,"is_null",0
"4293","Experiment 1","Optional","p8qtuk8xojv9","exposure",69,"cow","geed","plural","is_null",NA,NA,"is_null",0
"4294","Experiment 1","Optional","p8qtuk8xojv9","exposure",70,"cow","geed","singular","is_null",NA,NA,"is_null",0
"4295","Experiment 1","Optional","p8qtuk8xojv9","exposure",71,"tractor","clidam","plural","ka",NA,NA,"ka",1
"4296","Experiment 1","Optional","p8qtuk8xojv9","exposure",72,"pig","mawg","plural","ka",NA,NA,"ka",1
"4297","Experiment 1","Optional","p8qtuk8xojv9","production",73,"sheep","spad","plural","is_null",NA,NA,"ka",1
"4298","Experiment 1","Optional","p8qtuk8xojv9","production",74,"wheelbarrow","daffin","plural","is_null",NA,NA,"ka",1
"4299","Experiment 1","Optional","p8qtuk8xojv9","production",75,"pig","mawg","plural","is_null",NA,NA,"ka",1
"4300","Experiment 1","Optional","p8qtuk8xojv9","production",76,"truck","flugat","plural","is_null",NA,NA,"ka",1
"4301","Experiment 1","Optional","p8qtuk8xojv9","production",77,"truck","flugat","plural","is_null",NA,NA,"ka",1
"4302","Experiment 1","Optional","p8qtuk8xojv9","production",78,"pig","mawg","plural","is_null",NA,NA,"ka",1
"4303","Experiment 1","Optional","p8qtuk8xojv9","production",79,"tractor","clidam","plural","is_null",NA,NA,"ka",1
"4304","Experiment 1","Optional","p8qtuk8xojv9","production",80,"tractor","clidam","plural","is_null",NA,NA,"ka",1
"4305","Experiment 1","Optional","p8qtuk8xojv9","production",81,"cow","geed","plural","is_null",NA,NA,"is_null",0
