"","experiment","condition","random_id","exp_phase","trial_order","meaning","noun","case","marker","question","responses","whichPressed","isKa"
"1","Experiment 1","Alternating","19dum7moeleo","exposure",1,"sheep","daffin","singular","is_null",NA,NA,"is_null",0
"2","Experiment 1","Alternating","19dum7moeleo","exposure",2,"pig","mawg","plural","ka",NA,NA,"ka",1
"3","Experiment 1","Alternating","19dum7moeleo","exposure",3,"truck","geed","plural","po",NA,NA,"po",0
"4","Experiment 1","Alternating","19dum7moeleo","exposure",4,"wheelbarrow","clidam","plural","ka",NA,NA,"ka",1
"5","Experiment 1","Alternating","19dum7moeleo","exposure",5,"sheep","daffin","plural","po",NA,NA,"po",0
"6","Experiment 1","Alternating","19dum7moeleo","exposure",6,"truck","geed","plural","ka",NA,NA,"ka",1
"7","Experiment 1","Alternating","19dum7moeleo","exposure",7,"cow","spad","plural","po",NA,NA,"po",0
"8","Experiment 1","Alternating","19dum7moeleo","exposure",8,"truck","geed","plural","ka",NA,NA,"ka",1
"9","Experiment 1","Alternating","19dum7moeleo","exposure",9,"sheep","daffin","plural","ka",NA,NA,"ka",1
"10","Experiment 1","Alternating","19dum7moeleo","exposure",10,"wheelbarrow","clidam","plural","ka",NA,NA,"ka",1
"11","Experiment 1","Alternating","19dum7moeleo","exposure",11,"pig","mawg","plural","ka",NA,NA,"ka",1
"12","Experiment 1","Alternating","19dum7moeleo","exposure",12,"cow","spad","plural","po",NA,NA,"po",0
"13","Experiment 1","Alternating","19dum7moeleo","exposure",13,"sheep","daffin","plural","po",NA,NA,"po",0
"14","Experiment 1","Alternating","19dum7moeleo","exposure",14,"tractor","flugat","singular","is_null",NA,NA,"is_null",0
"15","Experiment 1","Alternating","19dum7moeleo","exposure",15,"pig","mawg","singular","is_null",NA,NA,"is_null",0
"16","Experiment 1","Alternating","19dum7moeleo","exposure",16,"tractor","flugat","plural","ka",NA,NA,"ka",1
"17","Experiment 1","Alternating","19dum7moeleo","exposure",17,"tractor","flugat","plural","po",NA,NA,"po",0
"18","Experiment 1","Alternating","19dum7moeleo","exposure",18,"sheep","daffin","plural","ka",NA,NA,"ka",1
"19","Experiment 1","Alternating","19dum7moeleo","exposure",19,"pig","mawg","plural","ka",NA,NA,"ka",1
"20","Experiment 1","Alternating","19dum7moeleo","exposure",20,"wheelbarrow","clidam","plural","ka",NA,NA,"ka",1
"21","Experiment 1","Alternating","19dum7moeleo","exposure",21,"pig","mawg","singular","is_null",NA,NA,"is_null",0
"22","Experiment 1","Alternating","19dum7moeleo","exposure",22,"pig","mawg","plural","po",NA,NA,"po",0
"23","Experiment 1","Alternating","19dum7moeleo","exposure",23,"tractor","flugat","plural","po",NA,NA,"po",0
"24","Experiment 1","Alternating","19dum7moeleo","exposure",24,"wheelbarrow","clidam","plural","ka",NA,NA,"ka",1
"25","Experiment 1","Alternating","19dum7moeleo","exposure",25,"truck","geed","singular","is_null",NA,NA,"is_null",0
"26","Experiment 1","Alternating","19dum7moeleo","exposure",26,"tractor","flugat","plural","ka",NA,NA,"ka",1
"27","Experiment 1","Alternating","19dum7moeleo","exposure",27,"tractor","flugat","plural","ka",NA,NA,"ka",1
"28","Experiment 1","Alternating","19dum7moeleo","exposure",28,"cow","spad","singular","is_null",NA,NA,"is_null",0
"29","Experiment 1","Alternating","19dum7moeleo","exposure",29,"wheelbarrow","clidam","singular","is_null",NA,NA,"is_null",0
"30","Experiment 1","Alternating","19dum7moeleo","exposure",30,"truck","geed","plural","po",NA,NA,"po",0
"31","Experiment 1","Alternating","19dum7moeleo","exposure",31,"cow","spad","singular","is_null",NA,NA,"is_null",0
"32","Experiment 1","Alternating","19dum7moeleo","exposure",32,"tractor","flugat","singular","is_null",NA,NA,"is_null",0
"33","Experiment 1","Alternating","19dum7moeleo","exposure",33,"cow","spad","plural","ka",NA,NA,"ka",1
"34","Experiment 1","Alternating","19dum7moeleo","exposure",34,"sheep","daffin","singular","is_null",NA,NA,"is_null",0
"35","Experiment 1","Alternating","19dum7moeleo","exposure",35,"truck","geed","plural","ka",NA,NA,"ka",1
"36","Experiment 1","Alternating","19dum7moeleo","exposure",36,"cow","spad","plural","ka",NA,NA,"ka",1
"37","Experiment 1","Alternating","19dum7moeleo","exposure",37,"wheelbarrow","clidam","plural","po",NA,NA,"po",0
"38","Experiment 1","Alternating","19dum7moeleo","exposure",38,"wheelbarrow","clidam","plural","po",NA,NA,"po",0
"39","Experiment 1","Alternating","19dum7moeleo","exposure",39,"cow","spad","plural","ka",NA,NA,"ka",1
"40","Experiment 1","Alternating","19dum7moeleo","exposure",40,"pig","mawg","plural","po",NA,NA,"po",0
"41","Experiment 1","Alternating","19dum7moeleo","exposure",41,"cow","spad","plural","ka",NA,NA,"ka",1
"42","Experiment 1","Alternating","19dum7moeleo","exposure",42,"wheelbarrow","clidam","plural","po",NA,NA,"po",0
"43","Experiment 1","Alternating","19dum7moeleo","exposure",43,"pig","mawg","plural","ka",NA,NA,"ka",1
"44","Experiment 1","Alternating","19dum7moeleo","exposure",44,"sheep","daffin","plural","ka",NA,NA,"ka",1
"45","Experiment 1","Alternating","19dum7moeleo","exposure",45,"truck","geed","plural","ka",NA,NA,"ka",1
"46","Experiment 1","Alternating","19dum7moeleo","exposure",46,"pig","mawg","singular","is_null",NA,NA,"is_null",0
"47","Experiment 1","Alternating","19dum7moeleo","exposure",47,"wheelbarrow","clidam","plural","ka",NA,NA,"ka",1
"48","Experiment 1","Alternating","19dum7moeleo","exposure",48,"truck","geed","plural","po",NA,NA,"po",0
"49","Experiment 1","Alternating","19dum7moeleo","exposure",49,"cow","spad","singular","is_null",NA,NA,"is_null",0
"50","Experiment 1","Alternating","19dum7moeleo","exposure",50,"pig","mawg","plural","po",NA,NA,"po",0
"51","Experiment 1","Alternating","19dum7moeleo","exposure",51,"cow","spad","plural","ka",NA,NA,"ka",1
"52","Experiment 1","Alternating","19dum7moeleo","exposure",52,"pig","mawg","plural","ka",NA,NA,"ka",1
"53","Experiment 1","Alternating","19dum7moeleo","exposure",53,"tractor","flugat","plural","po",NA,NA,"po",0
"54","Experiment 1","Alternating","19dum7moeleo","exposure",54,"wheelbarrow","clidam","plural","ka",NA,NA,"ka",1
"55","Experiment 1","Alternating","19dum7moeleo","exposure",55,"truck","geed","singular","is_null",NA,NA,"is_null",0
"56","Experiment 1","Alternating","19dum7moeleo","exposure",56,"tractor","flugat","plural","ka",NA,NA,"ka",1
"57","Experiment 1","Alternating","19dum7moeleo","exposure",57,"truck","geed","plural","ka",NA,NA,"ka",1
"58","Experiment 1","Alternating","19dum7moeleo","exposure",58,"tractor","flugat","plural","ka",NA,NA,"ka",1
"59","Experiment 1","Alternating","19dum7moeleo","exposure",59,"tractor","flugat","plural","ka",NA,NA,"ka",1
"60","Experiment 1","Alternating","19dum7moeleo","exposure",60,"tractor","flugat","singular","is_null",NA,NA,"is_null",0
"61","Experiment 1","Alternating","19dum7moeleo","exposure",61,"cow","spad","plural","ka",NA,NA,"ka",1
"62","Experiment 1","Alternating","19dum7moeleo","exposure",62,"truck","geed","plural","ka",NA,NA,"ka",1
"63","Experiment 1","Alternating","19dum7moeleo","exposure",63,"sheep","daffin","plural","ka",NA,NA,"ka",1
"64","Experiment 1","Alternating","19dum7moeleo","exposure",64,"wheelbarrow","clidam","singular","is_null",NA,NA,"is_null",0
"65","Experiment 1","Alternating","19dum7moeleo","exposure",65,"pig","mawg","plural","ka",NA,NA,"ka",1
"66","Experiment 1","Alternating","19dum7moeleo","exposure",66,"sheep","daffin","singular","is_null",NA,NA,"is_null",0
"67","Experiment 1","Alternating","19dum7moeleo","exposure",67,"sheep","daffin","plural","po",NA,NA,"po",0
"68","Experiment 1","Alternating","19dum7moeleo","exposure",68,"cow","spad","plural","po",NA,NA,"po",0
"69","Experiment 1","Alternating","19dum7moeleo","exposure",69,"sheep","daffin","plural","ka",NA,NA,"ka",1
"70","Experiment 1","Alternating","19dum7moeleo","exposure",70,"truck","geed","singular","is_null",NA,NA,"is_null",0
"71","Experiment 1","Alternating","19dum7moeleo","exposure",71,"wheelbarrow","clidam","singular","is_null",NA,NA,"is_null",0
"72","Experiment 1","Alternating","19dum7moeleo","exposure",72,"sheep","daffin","plural","ka",NA,NA,"ka",1
"73","Experiment 1","Alternating","19dum7moeleo","production",73,"pig","mawg","plural","is_null",NA,NA,"ka",1
"74","Experiment 1","Alternating","19dum7moeleo","production",74,"tractor","flugat","plural","is_null",NA,NA,"po",0
"75","Experiment 1","Alternating","19dum7moeleo","production",75,"tractor","flugat","plural","is_null",NA,NA,"po",0
"76","Experiment 1","Alternating","19dum7moeleo","production",76,"truck","geed","plural","is_null",NA,NA,"ka",1
"77","Experiment 1","Alternating","19dum7moeleo","production",77,"sheep","daffin","plural","is_null",NA,NA,"ka",1
"78","Experiment 1","Alternating","19dum7moeleo","production",78,"truck","geed","plural","is_null",NA,NA,"ka",1
"79","Experiment 1","Alternating","19dum7moeleo","production",79,"wheelbarrow","clidam","plural","is_null",NA,NA,"ka",1
"80","Experiment 1","Alternating","19dum7moeleo","production",80,"sheep","daffin","plural","is_null",NA,NA,"ka",1
"81","Experiment 1","Alternating","19dum7moeleo","production",81,"cow","spad","plural","is_null",NA,NA,"ka",1
"82","Experiment 1","Alternating","19dum7moeleo","production",82,"wheelbarrow","clidam","plural","is_null",NA,NA,"ka",1
"83","Experiment 1","Alternating","19dum7moeleo","production",83,"cow","spad","plural","is_null",NA,NA,"ka",1
"84","Experiment 1","Alternating","19dum7moeleo","production",84,"truck","geed","plural","is_null",NA,NA,"ka",1
"85","Experiment 1","Alternating","19dum7moeleo","production",85,"tractor","flugat","plural","is_null",NA,NA,"ka",1
"86","Experiment 1","Alternating","19dum7moeleo","production",86,"pig","mawg","plural","is_null",NA,NA,"po",0
"87","Experiment 1","Alternating","19dum7moeleo","production",87,"wheelbarrow","clidam","plural","is_null",NA,NA,"ka",1
"88","Experiment 1","Alternating","19dum7moeleo","production",88,"cow","spad","plural","is_null",NA,NA,"ka",1
"89","Experiment 1","Alternating","19dum7moeleo","production",89,"sheep","daffin","plural","is_null",NA,NA,"ka",1
"90","Experiment 1","Alternating","19dum7moeleo","production",90,"pig","mawg","plural","is_null",NA,NA,"po",0
"91","Experiment 1","Alternating","19dum7moeleo","production",91,"truck","geed","plural","is_null",NA,NA,"ka",1
"92","Experiment 1","Alternating","19dum7moeleo","production",92,"tractor","flugat","plural","is_null",NA,NA,"po",0
"93","Experiment 1","Alternating","19dum7moeleo","production",93,"truck","geed","plural","is_null",NA,NA,"po",0
"94","Experiment 1","Alternating","19dum7moeleo","production",94,"sheep","daffin","plural","is_null",NA,NA,"ka",1
"95","Experiment 1","Alternating","19dum7moeleo","production",95,"sheep","daffin","plural","is_null",NA,NA,"ka",1
"96","Experiment 1","Alternating","19dum7moeleo","production",96,"sheep","daffin","plural","is_null",NA,NA,"ka",1
"97","Experiment 1","Alternating","19dum7moeleo","production",97,"pig","mawg","plural","is_null",NA,NA,"po",0
"98","Experiment 1","Alternating","19dum7moeleo","production",98,"cow","spad","plural","is_null",NA,NA,"ka",1
"99","Experiment 1","Alternating","19dum7moeleo","production",99,"pig","mawg","plural","is_null",NA,NA,"po",0
"100","Experiment 1","Alternating","19dum7moeleo","production",100,"wheelbarrow","clidam","plural","is_null",NA,NA,"ka",1
"101","Experiment 1","Alternating","19dum7moeleo","production",101,"cow","spad","plural","is_null",NA,NA,"ka",1
"102","Experiment 1","Alternating","19dum7moeleo","production",102,"tractor","flugat","plural","is_null",NA,NA,"ka",1
"103","Experiment 1","Alternating","19dum7moeleo","production",103,"pig","mawg","plural","is_null",NA,NA,"po",0
"104","Experiment 1","Alternating","19dum7moeleo","production",104,"cow","spad","plural","is_null",NA,NA,"ka",1
"105","Experiment 1","Alternating","19dum7moeleo","production",105,"tractor","flugat","plural","is_null",NA,NA,"po",0
"106","Experiment 1","Alternating","19dum7moeleo","production",106,"truck","geed","plural","is_null",NA,NA,"ka",1
"107","Experiment 1","Alternating","19dum7moeleo","production",107,"wheelbarrow","clidam","plural","is_null",NA,NA,"ka",1
"108","Experiment 1","Alternating","19dum7moeleo","production",108,"wheelbarrow","clidam","plural","is_null",NA,NA,"ka",1
"109","Experiment 1","Alternating","19dum7moeleo","production",109,"tractor","flugat","plural","is_null",NA,NA,"po",0
"110","Experiment 1","Alternating","19dum7moeleo","production",110,"pig","mawg","plural","is_null",NA,NA,"po",0
"111","Experiment 1","Alternating","19dum7moeleo","production",111,"tractor","flugat","plural","is_null",NA,NA,"ka",1
"112","Experiment 1","Alternating","19dum7moeleo","production",112,"sheep","daffin","plural","is_null",NA,NA,"ka",1
"113","Experiment 1","Alternating","19dum7moeleo","production",113,"sheep","daffin","plural","is_null",NA,NA,"ka",1
"114","Experiment 1","Alternating","19dum7moeleo","production",114,"pig","mawg","plural","is_null",NA,NA,"po",0
"115","Experiment 1","Alternating","19dum7moeleo","production",115,"truck","geed","plural","is_null",NA,NA,"ka",1
"116","Experiment 1","Alternating","19dum7moeleo","production",116,"wheelbarrow","clidam","plural","is_null",NA,NA,"ka",1
"117","Experiment 1","Alternating","19dum7moeleo","production",117,"pig","mawg","plural","is_null",NA,NA,"po",0
"118","Experiment 1","Alternating","19dum7moeleo","production",118,"cow","spad","plural","is_null",NA,NA,"ka",1
"119","Experiment 1","Alternating","19dum7moeleo","production",119,"wheelbarrow","clidam","plural","is_null",NA,NA,"po",0
"120","Experiment 1","Alternating","19dum7moeleo","production",120,"tractor","flugat","plural","is_null",NA,NA,"ka",1
"121","Experiment 1","Alternating","19dum7moeleo","production",121,"wheelbarrow","clidam","plural","is_null",NA,NA,"ka",1
"122","Experiment 1","Alternating","19dum7moeleo","production",122,"cow","spad","plural","is_null",NA,NA,"ka",1
"123","Experiment 1","Alternating","19dum7moeleo","production",123,"truck","geed","plural","is_null",NA,NA,"ka",1
"124","Experiment 1","Alternating","19dum7moeleo","production",124,"truck","geed","plural","is_null",NA,NA,"ka",1
"125","Experiment 1","Alternating","19dum7moeleo","production",125,"sheep","daffin","plural","is_null",NA,NA,"po",0
"126","Experiment 1","Alternating","19dum7moeleo","production",126,"cow","spad","plural","is_null",NA,NA,"ka",1
"127","Experiment 1","Alternating","19dum7moeleo","questionnaire",127,NA,NA,NA,"is_null",1,"{""Q0"":""i selected whatever i heard more of in part one""}",NA,NA
"128","Experiment 1","Alternating","19dum7moeleo","questionnaire",128,NA,NA,NA,"is_null",2,"{""Q0"":""i noticed if there was plural, it would be po or ka""}",NA,NA
"129","Experiment 1","Alternating","23n11jc7fopu","exposure",1,"pig","flugat","plural","ka",NA,NA,"ka",1
"130","Experiment 1","Alternating","23n11jc7fopu","exposure",2,"cow","spad","plural","ka",NA,NA,"ka",1
"131","Experiment 1","Alternating","23n11jc7fopu","exposure",3,"tractor","clidam","singular","is_null",NA,NA,"is_null",0
"132","Experiment 1","Alternating","23n11jc7fopu","exposure",4,"truck","geed","plural","ka",NA,NA,"ka",1
"133","Experiment 1","Alternating","23n11jc7fopu","exposure",5,"tractor","clidam","singular","is_null",NA,NA,"is_null",0
"134","Experiment 1","Alternating","23n11jc7fopu","exposure",6,"tractor","clidam","plural","ka",NA,NA,"ka",1
"135","Experiment 1","Alternating","23n11jc7fopu","exposure",7,"truck","geed","singular","is_null",NA,NA,"is_null",0
"136","Experiment 1","Alternating","23n11jc7fopu","exposure",8,"wheelbarrow","mawg","singular","is_null",NA,NA,"is_null",0
"137","Experiment 1","Alternating","23n11jc7fopu","exposure",9,"tractor","clidam","plural","po",NA,NA,"po",0
"138","Experiment 1","Alternating","23n11jc7fopu","exposure",10,"truck","geed","plural","ka",NA,NA,"ka",1
"139","Experiment 1","Alternating","23n11jc7fopu","exposure",11,"truck","geed","plural","po",NA,NA,"po",0
"140","Experiment 1","Alternating","23n11jc7fopu","exposure",12,"pig","flugat","plural","ka",NA,NA,"ka",1
"141","Experiment 1","Alternating","23n11jc7fopu","exposure",13,"truck","geed","plural","po",NA,NA,"po",0
"142","Experiment 1","Alternating","23n11jc7fopu","exposure",14,"tractor","clidam","plural","ka",NA,NA,"ka",1
"143","Experiment 1","Alternating","23n11jc7fopu","exposure",15,"wheelbarrow","mawg","plural","ka",NA,NA,"ka",1
"144","Experiment 1","Alternating","23n11jc7fopu","exposure",16,"sheep","daffin","plural","ka",NA,NA,"ka",1
"145","Experiment 1","Alternating","23n11jc7fopu","exposure",17,"tractor","clidam","plural","po",NA,NA,"po",0
"146","Experiment 1","Alternating","23n11jc7fopu","exposure",18,"cow","spad","singular","is_null",NA,NA,"is_null",0
"147","Experiment 1","Alternating","23n11jc7fopu","exposure",19,"pig","flugat","singular","is_null",NA,NA,"is_null",0
"148","Experiment 1","Alternating","23n11jc7fopu","exposure",20,"wheelbarrow","mawg","plural","ka",NA,NA,"ka",1
"149","Experiment 1","Alternating","23n11jc7fopu","exposure",21,"tractor","clidam","plural","po",NA,NA,"po",0
"150","Experiment 1","Alternating","23n11jc7fopu","exposure",22,"pig","flugat","singular","is_null",NA,NA,"is_null",0
"151","Experiment 1","Alternating","23n11jc7fopu","exposure",23,"sheep","daffin","plural","ka",NA,NA,"ka",1
"152","Experiment 1","Alternating","23n11jc7fopu","exposure",24,"sheep","daffin","plural","ka",NA,NA,"ka",1
"153","Experiment 1","Alternating","23n11jc7fopu","exposure",25,"cow","spad","singular","is_null",NA,NA,"is_null",0
"154","Experiment 1","Alternating","23n11jc7fopu","exposure",26,"wheelbarrow","mawg","plural","po",NA,NA,"po",0
"155","Experiment 1","Alternating","23n11jc7fopu","exposure",27,"sheep","daffin","singular","is_null",NA,NA,"is_null",0
"156","Experiment 1","Alternating","23n11jc7fopu","exposure",28,"cow","spad","plural","ka",NA,NA,"ka",1
"157","Experiment 1","Alternating","23n11jc7fopu","exposure",29,"cow","spad","plural","po",NA,NA,"po",0
"158","Experiment 1","Alternating","23n11jc7fopu","exposure",30,"cow","spad","plural","ka",NA,NA,"ka",1
"159","Experiment 1","Alternating","23n11jc7fopu","exposure",31,"pig","flugat","plural","po",NA,NA,"po",0
"160","Experiment 1","Alternating","23n11jc7fopu","exposure",32,"pig","flugat","plural","ka",NA,NA,"ka",1
"161","Experiment 1","Alternating","23n11jc7fopu","exposure",33,"wheelbarrow","mawg","plural","po",NA,NA,"po",0
"162","Experiment 1","Alternating","23n11jc7fopu","exposure",34,"pig","flugat","plural","ka",NA,NA,"ka",1
"163","Experiment 1","Alternating","23n11jc7fopu","exposure",35,"wheelbarrow","mawg","singular","is_null",NA,NA,"is_null",0
"164","Experiment 1","Alternating","23n11jc7fopu","exposure",36,"sheep","daffin","plural","ka",NA,NA,"ka",1
"165","Experiment 1","Alternating","23n11jc7fopu","exposure",37,"tractor","clidam","plural","ka",NA,NA,"ka",1
"166","Experiment 1","Alternating","23n11jc7fopu","exposure",38,"pig","flugat","plural","ka",NA,NA,"ka",1
"167","Experiment 1","Alternating","23n11jc7fopu","exposure",39,"wheelbarrow","mawg","plural","ka",NA,NA,"ka",1
"168","Experiment 1","Alternating","23n11jc7fopu","exposure",40,"wheelbarrow","mawg","singular","is_null",NA,NA,"is_null",0
"169","Experiment 1","Alternating","23n11jc7fopu","exposure",41,"tractor","clidam","singular","is_null",NA,NA,"is_null",0
"170","Experiment 1","Alternating","23n11jc7fopu","exposure",42,"cow","spad","plural","po",NA,NA,"po",0
"171","Experiment 1","Alternating","23n11jc7fopu","exposure",43,"pig","flugat","plural","po",NA,NA,"po",0
"172","Experiment 1","Alternating","23n11jc7fopu","exposure",44,"truck","geed","plural","ka",NA,NA,"ka",1
"173","Experiment 1","Alternating","23n11jc7fopu","exposure",45,"sheep","daffin","singular","is_null",NA,NA,"is_null",0
"174","Experiment 1","Alternating","23n11jc7fopu","exposure",46,"cow","spad","singular","is_null",NA,NA,"is_null",0
"175","Experiment 1","Alternating","23n11jc7fopu","exposure",47,"sheep","daffin","plural","ka",NA,NA,"ka",1
"176","Experiment 1","Alternating","23n11jc7fopu","exposure",48,"truck","geed","plural","ka",NA,NA,"ka",1
"177","Experiment 1","Alternating","23n11jc7fopu","exposure",49,"pig","flugat","singular","is_null",NA,NA,"is_null",0
"178","Experiment 1","Alternating","23n11jc7fopu","exposure",50,"tractor","clidam","plural","ka",NA,NA,"ka",1
"179","Experiment 1","Alternating","23n11jc7fopu","exposure",51,"truck","geed","singular","is_null",NA,NA,"is_null",0
"180","Experiment 1","Alternating","23n11jc7fopu","exposure",52,"sheep","daffin","plural","po",NA,NA,"po",0
"181","Experiment 1","Alternating","23n11jc7fopu","exposure",53,"wheelbarrow","mawg","plural","ka",NA,NA,"ka",1
"182","Experiment 1","Alternating","23n11jc7fopu","exposure",54,"cow","spad","plural","ka",NA,NA,"ka",1
"183","Experiment 1","Alternating","23n11jc7fopu","exposure",55,"truck","geed","plural","ka",NA,NA,"ka",1
"184","Experiment 1","Alternating","23n11jc7fopu","exposure",56,"tractor","clidam","plural","ka",NA,NA,"ka",1
"185","Experiment 1","Alternating","23n11jc7fopu","exposure",57,"wheelbarrow","mawg","plural","ka",NA,NA,"ka",1
"186","Experiment 1","Alternating","23n11jc7fopu","exposure",58,"cow","spad","plural","ka",NA,NA,"ka",1
"187","Experiment 1","Alternating","23n11jc7fopu","exposure",59,"pig","flugat","plural","po",NA,NA,"po",0
"188","Experiment 1","Alternating","23n11jc7fopu","exposure",60,"sheep","daffin","singular","is_null",NA,NA,"is_null",0
"189","Experiment 1","Alternating","23n11jc7fopu","exposure",61,"truck","geed","singular","is_null",NA,NA,"is_null",0
"190","Experiment 1","Alternating","23n11jc7fopu","exposure",62,"truck","geed","plural","ka",NA,NA,"ka",1
"191","Experiment 1","Alternating","23n11jc7fopu","exposure",63,"wheelbarrow","mawg","plural","ka",NA,NA,"ka",1
"192","Experiment 1","Alternating","23n11jc7fopu","exposure",64,"tractor","clidam","plural","ka",NA,NA,"ka",1
"193","Experiment 1","Alternating","23n11jc7fopu","exposure",65,"cow","spad","plural","ka",NA,NA,"ka",1
"194","Experiment 1","Alternating","23n11jc7fopu","exposure",66,"cow","spad","plural","po",NA,NA,"po",0
"195","Experiment 1","Alternating","23n11jc7fopu","exposure",67,"sheep","daffin","plural","po",NA,NA,"po",0
"196","Experiment 1","Alternating","23n11jc7fopu","exposure",68,"wheelbarrow","mawg","plural","po",NA,NA,"po",0
"197","Experiment 1","Alternating","23n11jc7fopu","exposure",69,"truck","geed","plural","po",NA,NA,"po",0
"198","Experiment 1","Alternating","23n11jc7fopu","exposure",70,"pig","flugat","plural","ka",NA,NA,"ka",1
"199","Experiment 1","Alternating","23n11jc7fopu","exposure",71,"sheep","daffin","plural","ka",NA,NA,"ka",1
"200","Experiment 1","Alternating","23n11jc7fopu","exposure",72,"sheep","daffin","plural","po",NA,NA,"po",0
"201","Experiment 1","Alternating","23n11jc7fopu","production",73,"cow","spad","plural","is_null",NA,NA,"ka",1
"202","Experiment 1","Alternating","23n11jc7fopu","production",74,"truck","geed","plural","is_null",NA,NA,"po",0
"203","Experiment 1","Alternating","23n11jc7fopu","production",75,"cow","spad","plural","is_null",NA,NA,"ka",1
"204","Experiment 1","Alternating","23n11jc7fopu","production",76,"tractor","clidam","plural","is_null",NA,NA,"ka",1
"205","Experiment 1","Alternating","23n11jc7fopu","production",77,"truck","geed","plural","is_null",NA,NA,"po",0
"206","Experiment 1","Alternating","23n11jc7fopu","production",78,"tractor","clidam","plural","is_null",NA,NA,"po",0
"207","Experiment 1","Alternating","23n11jc7fopu","production",79,"pig","flugat","plural","is_null",NA,NA,"ka",1
"208","Experiment 1","Alternating","23n11jc7fopu","production",80,"pig","flugat","plural","is_null",NA,NA,"po",0
"209","Experiment 1","Alternating","23n11jc7fopu","production",81,"wheelbarrow","mawg","plural","is_null",NA,NA,"ka",1
"210","Experiment 1","Alternating","23n11jc7fopu","production",82,"tractor","clidam","plural","is_null",NA,NA,"po",0
"211","Experiment 1","Alternating","23n11jc7fopu","production",83,"sheep","daffin","plural","is_null",NA,NA,"ka",1
"212","Experiment 1","Alternating","23n11jc7fopu","production",84,"wheelbarrow","mawg","plural","is_null",NA,NA,"ka",1
"213","Experiment 1","Alternating","23n11jc7fopu","production",85,"pig","flugat","plural","is_null",NA,NA,"po",0
"214","Experiment 1","Alternating","23n11jc7fopu","production",86,"sheep","daffin","plural","is_null",NA,NA,"ka",1
"215","Experiment 1","Alternating","23n11jc7fopu","production",87,"wheelbarrow","mawg","plural","is_null",NA,NA,"ka",1
"216","Experiment 1","Alternating","23n11jc7fopu","production",88,"truck","geed","plural","is_null",NA,NA,"ka",1
"217","Experiment 1","Alternating","23n11jc7fopu","production",89,"cow","spad","plural","is_null",NA,NA,"ka",1
"218","Experiment 1","Alternating","23n11jc7fopu","production",90,"sheep","daffin","plural","is_null",NA,NA,"po",0
"219","Experiment 1","Alternating","23n11jc7fopu","production",91,"wheelbarrow","mawg","plural","is_null",NA,NA,"po",0
"220","Experiment 1","Alternating","23n11jc7fopu","production",92,"pig","flugat","plural","is_null",NA,NA,"po",0
"221","Experiment 1","Alternating","23n11jc7fopu","production",93,"truck","geed","plural","is_null",NA,NA,"ka",1
"222","Experiment 1","Alternating","23n11jc7fopu","production",94,"tractor","clidam","plural","is_null",NA,NA,"ka",1
"223","Experiment 1","Alternating","23n11jc7fopu","production",95,"truck","geed","plural","is_null",NA,NA,"po",0
"224","Experiment 1","Alternating","23n11jc7fopu","production",96,"pig","flugat","plural","is_null",NA,NA,"po",0
"225","Experiment 1","Alternating","23n11jc7fopu","production",97,"tractor","clidam","plural","is_null",NA,NA,"ka",1
"226","Experiment 1","Alternating","23n11jc7fopu","production",98,"wheelbarrow","mawg","plural","is_null",NA,NA,"po",0
"227","Experiment 1","Alternating","23n11jc7fopu","production",99,"cow","spad","plural","is_null",NA,NA,"ka",1
"228","Experiment 1","Alternating","23n11jc7fopu","production",100,"cow","spad","plural","is_null",NA,NA,"ka",1
"229","Experiment 1","Alternating","23n11jc7fopu","production",101,"sheep","daffin","plural","is_null",NA,NA,"po",0
"230","Experiment 1","Alternating","23n11jc7fopu","production",102,"sheep","daffin","plural","is_null",NA,NA,"po",0
"231","Experiment 1","Alternating","23n11jc7fopu","production",103,"sheep","daffin","plural","is_null",NA,NA,"po",0
"232","Experiment 1","Alternating","23n11jc7fopu","production",104,"pig","flugat","plural","is_null",NA,NA,"ka",1
"233","Experiment 1","Alternating","23n11jc7fopu","production",105,"tractor","clidam","plural","is_null",NA,NA,"ka",1
"234","Experiment 1","Alternating","23n11jc7fopu","production",106,"wheelbarrow","mawg","plural","is_null",NA,NA,"ka",1
"235","Experiment 1","Alternating","23n11jc7fopu","production",107,"truck","geed","plural","is_null",NA,NA,"po",0
"236","Experiment 1","Alternating","23n11jc7fopu","production",108,"cow","spad","plural","is_null",NA,NA,"ka",1
"237","Experiment 1","Alternating","23n11jc7fopu","production",109,"cow","spad","plural","is_null",NA,NA,"ka",1
"238","Experiment 1","Alternating","23n11jc7fopu","production",110,"tractor","clidam","plural","is_null",NA,NA,"ka",1
"239","Experiment 1","Alternating","23n11jc7fopu","production",111,"cow","spad","plural","is_null",NA,NA,"po",0
"240","Experiment 1","Alternating","23n11jc7fopu","production",112,"pig","flugat","plural","is_null",NA,NA,"ka",1
"241","Experiment 1","Alternating","23n11jc7fopu","production",113,"wheelbarrow","mawg","plural","is_null",NA,NA,"ka",1
"242","Experiment 1","Alternating","23n11jc7fopu","production",114,"truck","geed","plural","is_null",NA,NA,"po",0
"243","Experiment 1","Alternating","23n11jc7fopu","production",115,"sheep","daffin","plural","is_null",NA,NA,"ka",1
"244","Experiment 1","Alternating","23n11jc7fopu","production",116,"pig","flugat","plural","is_null",NA,NA,"ka",1
